0.8242,0.6577,0.7457,0.7993,0.815,0.8191,0.5838,0.3819,0.5656,0.7476,0.855,0.8356,0.8429,0.8464,0.8442
0.6309,0.7649,0.6961,0.6847,0.6902,0.6942,0.7531,0.6353,0.6346,0.6114,0.621,0.7663,0.6139,0.7642,0.6513
0.8143,0.8366,0.9287,0.7523,0.7437,0.7524,0.7733,0.9417,0.7531,0.7453,0.7449,0.7456,0.7521,0.7429,0.7423
0.5909,0.5878,0.5807,0.6187,0.6143,0.5998,0.6276,0.6761,0.7907,0.6171,0.6031,0.5998,0.6161,0.6704,0.6038
0.783,0.6792,0.6913,0.7868,0.7896,0.8393,0.6305,0.7137,0.7797,0.8512,0.6023,0.6024,0.5827,0.6025,0.8032
